Timestamp,Employment Type,Company Name,Company Size - # Employees,Primary Location (Country),Primary Location (City),Industry in Company,Public or Private Company,Years Experience in Industry,Years of Experience in Current Company  ,Job Title In Company,Job Ladder,Job Level,Required Hours Per Week,Actual Hours Per Week,Highest Level of Formal Education Completed,Total Base Salary in 2018 (in USD),Total Bonus in 2018 (cumulative annual value in USD),Total Stock Options/Equity in 2018 (cumulative annual value in USD),Health Insurance Offered,Annual Vacation (in Weeks),Are you happy at your current position?,Do you plan to resign in the next 12 months?,What are your thoughts about the direction of your industry?,Gender,Final Question: What are the top skills (you define what that means) that you believe will be necessary for job growth in your industry over the next 10 years?,Have you ever done a bootcamp? If so was it worth it?
9/11/2019 1:39:55,Full-time,,"10,000-99,999",Australia (AU),,Misc,Private,5-10,5-10,Infrastructure operations manager,Network Engineer,,20-39,20-39,Undergraduate Degree,70000,3500,,N/A,5,Yes,No,,Male,,
9/11/2019 1:39:59,Full-time,,"1,000-9,999",United States (US),Allentown,Software,Public,5-10,2-5,Senior Cloud Engineer,Dev-Ops,,40+,40-49,Undergraduate Degree,101500,4000,,Yes,2,Yes,No,,Male,,
9/11/2019 1:40:58,Full-time,,"1,000-9,999",United States (US),Seattle,Software,Public,0-2,0-2,Jr. Database Administrator,System Admin,1 (I),40+,40-49,Undergraduate Degree,60000,,,Yes,2,It's Complicated,Don't know,,Female,,
9/11/2019 1:41:29,Full-time,,"10,000-99,999",United States (US),Houston ,Public Sector,Public,5-10,0-2,Interface Designer,UX,,20-39,40-49,Undergraduate Degree,140000,,,N/A,2,Yes,No,,Male,A/B testing,
9/11/2019 1:41:40,Full-time,,100-999,United States (US),Chicago,IT,Private,5-10,,VP of Technology,Program Manager,,20-39,20-39,Undergraduate Degree,148000,,,Yes,2,Yes,No,,Male,,
9/11/2019 1:42:21,Full-time,Union college,100-999,United States (US),,IT,Non-profit,10-20,5-10,System administrator ,System Admin,,20-39,20-39,Undergraduate Degree,47500,,,Yes,6+,It's Complicated,Yes,,Male,Devops,
9/11/2019 1:43:08,Full-time,,1-19,Canada (CA),Vancouver,Web Development,Private,0-2,0-2,Web Developer,Web Developer,,40+,40-49,Undergraduate Degree,40000,500,,N/A,2,Yes,Yes,,Male,,
9/11/2019 1:43:08,Full-time,,100-999,United States (US),,Education,Non-profit,10-20,10-20,Technology Manager,System Admin,,40+,40-49,Undergraduate Degree,80000,,,Yes,4,Yes,Don't know,,Male,,
9/11/2019 1:43:23,Full-time,,1-19,Canada (CA),Vancouver,Finance,Private,0-2,0-2,Manager,Management,,20-39,20-39,Undergraduate Degree,38000,0,0,Yes,3,It's Complicated,Don't know,,Male,,
9/11/2019 1:43:38,Full-time,,"1,000-9,999",United States (US),,Education,Public,5-10,2-5,IT Director ,System Admin,,40+,40-49,Undergraduate Degree,61000,0,0,Yes,3,Yes,No,,Male,,
9/11/2019 1:44:23,Full-time,,20-99,United States (US),Grand Rapids,IT,Private,5-10,2-5,Project Engineer,System Admin,4 (IV),40+,40-49,Undergraduate Degree,78000,2000,0,Yes,2,It's Complicated,Yes,,Male,"Automation, Cloud, Consulting",
9/11/2019 1:44:59,Full-time,YMCA,"1,000-9,999",United States (US),,Fitness,Non-profit,10-20,0-2,Systems Administrator,System Admin,,40+,40-49,Undergraduate Degree,62400,0,0,Yes,2,Yes,No,,Male,,
9/11/2019 1:45:09,Full-time,,100-999,United States (US),,IMO,Private,2-5,2-5,PC Support Specialist II,Technical Support Engineer,2 (II),40+,40-49,High School,37500,,,Yes,4,It's Complicated,Yes,,Male,,
9/11/2019 1:45:12,Full-time,na,20-99,Canada (CA),,service,Private,2-5,0-2,IT lead,Management,,40+,50-69,Professional Certifications,60000,0,0,Yes,4,Yes,No,,Male,,
9/11/2019 1:45:17,Full-time,,100-999,Canada (CA),,IT,Private,5-10,2-5,Network and Systems Administrator,System Admin,,40+,40-49,High School,50000,3000,,Yes,3,Yes,No,,Male,,
9/11/2019 1:45:28,Full-time,,100-999,United States (US),San Diego,Construction,Private,2-5,0-2,Systems Engineer,System Admin,,40+,40-49,ADD ASSOCIATES DEGREE,6600,70000,,Yes,1,It's Complicated,Yes,Construction work sucks. Construction work really sucks. Construction boring.,Male,People skills,
9/11/2019 1:46:05,Full-time,Ccwd,100-999,United States (US),Concord,Construction,Public,10-20,0-2,Equipment operator,Yes,4 (IV),40+,40-49,High School,79873,,,Yes,2,Yes,Don't know,,Male,,
9/11/2019 1:46:29,Full-time,,"10,000-99,999",United States (US),San Francisco,Software,Public,2-5,2-5,Senior Member Technical Staff,Software Engineer (SWE),3 (III),40+,40-49,Undergraduate Degree,156000,15600,10000,Yes,4,It's Complicated,No,,Male,,
9/11/2019 1:46:39,Full-time,,100-999,Australia (AU),Moorebank,Distribution,Private,10-20,5-10,IT manager,System Admin,,20-39,20-39,Professional Certifications,58315.95,0,0,N/A,4,Yes,Yes,,Male,,
9/11/2019 1:46:42,Full-time,,"1,000-9,999",Canada (CA),Winnipeg,Web Development,Private,0-2,0-2,Software Developer,Software Engineer (SWE),,40+,20-39,Undergraduate Degree,60845,2200,,N/A,3,It's Complicated,Yes,,Male,,
9/11/2019 1:47:14,Full-time,,"10,000-99,999",Australia (AU),Melbourne,Healthcare,Private,2-5,2-5,IT Service Delivery Officer,Program Manager,,40+,40-49,Professional Certifications,31565,,,N/A,4,No,Yes,,Male,,
9/11/2019 1:47:16,Full-time,,100-999,United States (US),Chicago,IT,Private,0-2,0-2,IT Tech,Technical Support Engineer,Jack of all trades,40+,40-49,Undergraduate Degree,58000,1000,0,Yes,2,No,Yes,,Male,,
9/11/2019 1:47:32,Full-time,Healthcare,100-999,United States (US),"Asheville, NC",Healthcare,Private,2-5,0-2,IT Analyst,System Admin,,40+,40-49,Graduate Degree,42000,0,0,Yes,1,It's Complicated,Yes,,Male,,
9/11/2019 1:47:38,Full-time,,20-99,United States (US),,IT,Private,2-5,0-2,Information Technology Specialist,System Admin,2 (II),40+,40-49,Professional Certifications,40000,,,Yes,2,Yes,Yes,,Male,,
9/11/2019 1:48:02,Contractor,,"10,000-99,999",United States (US),"RTP, NC",Public Sector,Public,20+,0-2,Systems Administrator,System Admin,,40+,40-49,Undergraduate Degree,132000,0,0,Yes,3,Yes,No,,Male,,
9/11/2019 1:48:18,Full-time,Närkefrakt ,20-99,Sweden (SE),Örebro ,Logistics ,Private,2-5,0-2,IT support / Operations responsible ,Technical Support Engineer,,20-39,40-49,High School,3500,0,0,Yes,5,Yes,Don't know,,Male,,
9/11/2019 1:50:07,Full-time,West Valley School District #363,100-999,United States (US),Spokane,Education,Academia,5-10,2-5,System Support specialist,Technical Support Engineer,,40+,40-49,Undergraduate Degree,50000,0,0,Yes,2,Yes,No,,Male,"Customer service, Take on challenges, Logical troubleshooting",
9/11/2019 1:50:54,Full-time,,20-99,United States (US),Honolulu,Hospitality,Private,10-20,2-5,DIRECTOR OF IT,Management,DIRECTOR,40+,50-69,Undergraduate Degree,120000,30000,0,Yes,2,Yes,No,"My biggest strength has been that I am a well rounded professional with a diverse skill set. Started in programming, then moved to web dev, networking, infrastructure design, virtualization and now I'm in management. You never keep learning and always stay the course on attaching yourself to what makes businesses work.",Male,Communication is the number one skill required on the job but I feel like many tech inclined people are naturally isolated or introverted. I think it's necessary to build people skills required to communicate with everyone on the team and really learn about the business as a whole before contributing to your piece of the puzzle.,
9/11/2019 1:51:04,Full-time,Lubrizol,"1,000-9,999",United States (US),Cleveland,Biology/Chemistry/Natural Sciences,Public,0-2,0-2,Scientist,Research,1 (I),40+,40-49,Undergraduate Degree,58000,2000,,Yes,2,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 1:52:07,Full-time,,"1,000-9,999",United States (US),Detroit,Education,Public,5-10,5-10,Senior Information Security Engineer,Information Security,2 (II),40+,40-49,Undergraduate Degree,98000,2200,,Yes,5,Yes,Don't know,Fear mongering sells security tools,Male,Enterprise security infrastructure planning and design,Yes - meh
9/11/2019 1:52:14,Full-time,,20-99,United States (US),Columbus ,Web Development,Private,5-10,2-5,.NET developer ,Software Engineer (SWE),,40+,40-49,Undergraduate Degree,90000,0,0,Yes,4,Yes,Don't know,,,,No - never did one
9/11/2019 1:52:24,Full-time,,"1,000-9,999",United States (US),,IT,Private,0-2,0-2,Technical Support Engineer,Technical Support Engineer,,40+,40-49,Undergraduate Degree,55000,2000,,Yes,3,It's Complicated,No,,Female,,No - never did one
9/11/2019 1:52:29,Full-time,Tennessee Tech University,100-999,United States (US),"Cookeville, TN",Education,Academia,10-20,0-2,System Analyst 2,Web Developer,2 (II),20-39,20-39,Graduate Degree,62000,0,0,Yes,5,Yes,No,,Male,,No - never did one
9/11/2019 1:52:30,Full-time,,20-99,United States (US),,Software,Private,0-2,0-2,Quality Control Specialist,QA,,40+,40-49,High School,47000,,,Yes,2,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 1:53:14,Full-time,General Dynamics Mission Systems - Canada,"1,000-9,999",Canada (CA),,General Engineering,Private,0-2,2-5,Systems Tester,QA,1 (I),20-39,20-39,Undergraduate Degree,47155,,,Yes,3,Yes,No,,Female,,No - never did one
9/11/2019 1:54:13,Full-time,,"100,000+",United States (US),New York city,Security,Public,5-10,5-10,VP ,Management,,40+,50-69,Graduate Degree,237000,70000,,Yes,3,Yes,No,,Male,,No - never did one
9/11/2019 1:54:24,Full-time,,"10,000-99,999",United States (US),,IT,Public,0-2,0-2,System Engineer,System Admin,1 (I),40+,40-49,Undergraduate Degree,61000,,,Yes,1,Yes,No,,,,No - never did one
9/11/2019 1:55:04,Full-time,,1-19,United States (US),"Ontario, CA",IT,Private,5-10,2-5,EVP Tech Services,Technical Support Engineer,3 (III),20-39,20-39,High School,80000,3000,0,Yes,3,Yes,No,,Male,,No - never did one
9/11/2019 1:55:06,Full-time,Florida City,100-999,United States (US),Panama City,IT,Government,2-5,0-2,IT Manager,Management,,40+,40-49,Undergraduate Degree,50000,0,0,Yes,2,It's Complicated,No,,Male,,No - never did one
9/11/2019 1:55:06,Full-time,Walker Information,20-99,United States (US),Indianapolis,Consulting,Private,2-5,0-2,Systems Engineer,Dev-Ops,2 (II),40+,40-49,Undergraduate Degree,65000,2500,0,Yes,4,Yes,No,,Male,Automation,No - never did one
9/11/2019 1:55:32,Full-time,,100-999,United States (US),,Media - TV,Private,2-5,2-5,Full Stack Developer,Web Developer,,40+,20-39,Undergraduate Degree,70000,0,0,Yes,5,Yes,No,,Female,,No - never did one
9/11/2019 1:55:33,Full-time,,100-999,United States (US),Louisville,Public Sector,Private,5-10,5-10,Systems Administrator - Oracle,System Admin,,40+,50-69,Undergraduate Degree,88500,300,0,Yes,3,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 1:55:47,Full-time,LifeMap Assurance Company ,100-999,United States (US),Portland ,Healthcare,Private,0-2,2-5,IT Associate,Software Engineer (SWE),1 (I),20-39,20-39,Undergraduate Degree,50000,2000,0,Yes,3,Yes,No,,Male,"SQL, problem solving, SSRS",No - never did one
9/11/2019 1:55:49,Full-time,BCBSSC,"1,000-9,999",United States (US),"Columbia, SC",Data Analytics,Non-profit,10-20,10-20,"Manager, Data Analytics",Data Scientist,,40+,40-49,Graduate Degree,81000,5000,0,Yes,5,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 1:56:19,Full-time,Rocks,"1,000-9,999",United States (US),NYC,Finance,Public,10-20,2-5,App Support engineer,System Admin,,40+,50-69,Undergraduate Degree,141000,30000,20000,Yes,2,It's Complicated,Yes,,Male,"Cloud, automation",No - never did one
9/11/2019 1:56:25,Full-time,,20-99,United States (US),,Web Development,Private,2-5,0-2,Software Developer,Software Engineer (SWE),,20-39,20-39,Undergraduate Degree,80000,8000,,Yes,4,Yes,No,,Male,,No - never did one
9/11/2019 1:56:30,Full-time,,20-99,United States (US),Chicago,Consulting,Private,10-20,0-2,Sr. System Administrator,System Admin,3 (III),40+,40-49,Undergraduate Degree,100000,0,0,Yes,3,Yes,No,,Male,Troubleshooting,Yes - meh
9/11/2019 1:57:20,Full-time,,1-19,United States (US),Toledo Ohio,IT,Public,10-20,2-5,Cyber Security Engineer,System Admin,2 (II),40+,40-49,High School,55000,4000,,Yes,3,It's Complicated,Yes,,Male,,Yes - worthless
9/11/2019 1:57:23,Full-time,,"1,000-9,999",United States (US),Chicago,Manufacturing,Private,5-10,2-5,ERP Project manager,Product Manager,,40+,40-49,Professional Certifications,120000,12000,0,Yes,4,Yes,No,,Male,"Operations, Data Analytics, Change Management",No - never did one
9/11/2019 1:57:26,Full-time,,100-999,United States (US),"Westlake Village, CA",Healthcare,Private,20+,10-20,Sr Systems Engineer,System Admin,,40+,50-69,Professional Certifications,220000,,,Yes,3,It's Complicated,No,,Male,,No - never did one
9/11/2019 1:57:44,Full-time,Army IT,1-19,United States (US),Fort Campbell,IT,Military,2-5,0-2,IT Specialist ,Newtork Admin,1 (I),40+,50-69,High School,24000,0,0,Yes,6+,No,Yes,I can't do shit. Contractors do all the work and i just usually help people out with the simplest things. Mostly user caused. Ex: Changing PDFs from explorer to Adobe. Cable not plugged in.,Male,Networking with CISCO products and encryption devices.,No - never did one
9/11/2019 1:57:51,Full-time,United dental partners ,100-999,United States (US),Chicago ,Healthcare,Private,5-10,0-2,System administrator ,System Admin,,40+,10-19,High School,75000,0,0,Yes,2,It's Complicated,Don't know,,Male,Googling ,No - never did one
9/11/2019 1:57:53,Full-time,G Construction ,"1,000-9,999",United States (US),Kansas City,Construction,Private,5-10,2-5,PC Tech,Technical Support Engineer,,40+,40-49,High School,41000,13000,4000,Yes,3,Yes,No,,Male,"Automation, scripting, security",No - never did one
9/11/2019 1:58:04,Full-time,,100-999,United States (US),Dayton,Software,Private,5-10,0-2,Cloud Solutions Architect,Site Reliability Engineer (SRE),,40+,40-49,Undergraduate Degree,120000,12000,,Yes,6+,Yes,No,,Male,,No - never did one
9/11/2019 1:58:55,Full-time,,"1,000-9,999",United States (US),Seattle,Manufacturing,Private,5-10,5-10,System Administrator,System Admin,3 (III),40+,40-49,Undergraduate Degree,85000,0,10000,Yes,3,Yes,No,,Male,,No - never did one
9/11/2019 1:58:56,Full-time,,100-999,United States (US),"Austin, tx",Software,Private,5-10,2-5,"Team Lead, professional services ","Monitoring Engineer (data science, system administration, network engineer, hardware engineer) ",6 (VI),40+,50-69,High School,93500,,,Yes,4,Yes,No,,Male,,No - never did one
9/11/2019 1:59:55,Full-time,,"1,000-9,999",United States (US),Atlanta,Construction,Private,10-20,2-5,Senior Technical Support,Technical Support Engineer,,40+,40-49,High School,84500,1500,0,Yes,3,It's Complicated,Don't know,No direction just moving the way business is,Male,Cloud management,No - never did one
9/11/2019 1:59:59,Full-time,,20-99,United States (US),,Internet Services,Private,5-10,0-2,Administrator II,Site Reliability Engineer (SRE),,20-39,20-39,Professional Certifications,115000,10000,20000,Yes,4,Yes,No,,Male,,No - never did one
9/11/2019 2:00:30,Part-time,,1-19,Ireland (IE),,IT,Private,2-5,2-5,Sys admin ,Technical Support Engineer,,20-39,40-49,Graduate Degree,17000,,,No,6+,Yes,Yes,,Male,,No - never did one
9/11/2019 2:01:14,Full-time,,100-999,United States (US),"Jacksonville, FL",IT,Non-profit,10-20,0-2,Systems Administrator,System Admin,4 (IV),20-39,40-49,Undergraduate Degree,72000,6500,,Yes,3,Yes,No,,Male,,No - never did one
9/11/2019 2:01:23,Full-time,,"100,000+",United States (US),St Louis,Telecommunications,Public,20+,20+,Principal systems engineer,Security engineer,5 (V),40+,40-49,Graduate Degree,124000,15000,,Yes,5,It's Complicated,No,,Male,"Cloud technologies, containers",
9/11/2019 2:01:25,Full-time,,"10,000-99,999",United States (US),"Orange, California",Healthcare,Public,2-5,2-5,DevOps Technician,Dev-Ops,1 (I),40+,40-49,Trade School,55000,0,0,Yes,2,Yes,No,,Male,,No - never did one
9/11/2019 2:01:58,Full-time,,20-99,Australia (AU),Sydney,IT,Private,10-20,5-10,Level 3 engineer,Technical Support Engineer,,40+,40-49,Professional Certifications,55000,0,0,N/A,4,It's Complicated,Don't know,,Male,Security,No - never did one
9/11/2019 2:02:03,Full-time,Animation Studio - Prefer not to say,20-99,United States (US),Portland,Media - TV,Private,5-10,2-5,IT Manager,System Admin,,40+,40-49,Graduate Degree,45000,0,0,Yes,1,It's Complicated,Don't know,I'm just...,Male,"Troubleshooting, network management, network security, data migration, knowledge of multiple systems ",No - never did one
9/11/2019 2:02:59,Full-time,AIG,"10,000-99,999",United States (US),,IT,Private,2-5,0-2,IT Support Specialist,Technical Support Engineer,2 (II),40+,40-49,Trade School,50000,1500,0,Yes,5,No,Yes,,Male,"Powershell, social skills, web applications",No - never did one
9/11/2019 2:03:06,Full-time,,1-19,United States (US),Cleveland,IT,Private,5-10,0-2,Senior Systems Engineer,System Admin,3 (III),40+,40-49,Undergraduate Degree,80000,,,Yes,2,It's Complicated,No,,Male,"virtualization, cloud, azure, disaster recovery",No - never did one
9/11/2019 2:03:31,Full-time,,"1,000-9,999",United States (US),Boca Raon,Media - Print & Journalism,Public,2-5,2-5,Infrastructure Engineer 1,System Admin,1 (I),20-39,40-49,Trade School,62000,1000,0,Yes,4,Yes,No,,Male,"AWS, Python, Powershell, Bash",No - never did one
9/11/2019 2:04:09,Self-Employed,,1-19,United States (US),,Internet Services,Private,0-2,,Sucker,Management,10 (X),40+,50-69,High School,7,,,N/A,6+,It's Complicated,Don't know,,,,No - never did one
9/11/2019 2:04:40,Full-time,,20-99,United States (US),,Security,Private,2-5,2-5,Cyber security Admin,System Admin,,40+,20-39,Undergraduate Degree,114000,,,Yes,3,Yes,Don't know,,Male,,No - never did one
9/11/2019 2:04:49,Full-time,Geroge Mason University,"1,000-9,999",United States (US),Fairfax,Education,Academia,2-5,2-5,IT Security Analyst,Security Analyst,,40+,40-49,Undergraduate Degree,70000,2000,,Yes,2,Yes,No,,Male,,No - never did one
9/11/2019 2:05:26,Full-time,,20-99,United States (US),Raleigh,Law,Private,5-10,5-10,System administrator ,System Admin,,20-39,40-49,Graduate Degree,80000,7500,,Yes,5,Yes,No,,Male,,Yes - meh
9/11/2019 2:05:33,Full-time,,"1,000-9,999",United States (US),,Education,Public,10-20,10-20,Senior Infrastructure Engineer,Technical Support Engineer,,40+,50-69,Undergraduate Degree,63000,0,0,Yes,4,No,No,It's seemingly on a path to burn out as many people as humanly possible on its way to automating away 80% of jobs. ,Male,Devops,Yes - loved it
9/11/2019 2:05:56,Full-time,,100-999,Australia (AU),,Software,Private,5-10,5-10,Internal technical support,System Admin,,20-39,20-39,Undergraduate Degree,42544.4,1029.3,,Yes,4,Yes,No,,Male,,No - never did one
9/11/2019 2:06:04,Full-time,,100-999,Canada (CA),,Travel / Leisure,Public,10-20,0-2,Senior Cloud Analyst; Solution Architect,Dev-Ops,,20-39,40-49,High School,69135,700,,Yes,2,Yes,No,,Male,,No - never did one
9/11/2019 2:06:26,Contractor,,1-19,Australia (AU),Perth,IT,Private,20+,20+,Network Architect,Network Engineer,,20-39,40-49,High School,120000,,,N/A,4,Yes,No,,Male,,No - never did one
9/11/2019 2:06:41,Full-time,,100-999,United States (US),,IT,Public,5-10,0-2,Engineer,System Admin,,40+,40-49,Professional Certifications,90000,10000,5000,Yes,6+,Yes,No,,,,Yes - loved it
9/11/2019 2:07:01,Full-time,,20-99,United States (US),"Malvern, PA",Software,Private,2-5,2-5,DevOps Engineer,Dev-Ops,,40+,50-69,Undergraduate Degree,52000,0,8500,Yes,2,It's Complicated,Don't know,Stagnant,Male,,No - never did one
